2025-05-07 01:20:08 - PERFORMANCE - 获取行业名称失败: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2025-05-08 00:15:57 - PERFORMANCE - 缓存已清除
2025-05-08 00:15:57 - PERFORMANCE - 数据源初始化完成
2025-05-08 00:15:57 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:15:58 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:15:58 - PERFORMANCE - 数据初始化完成
2025-05-08 00:15:58 - PERFORMANCE - 信号连接完成
2025-05-08 00:15:58 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:16:00 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:16:00 - PERFORMANCE - TradingGUI初始化完成
2025-05-08 00:16:00 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:16:00 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:16:00 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:16:00 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:16:00 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:16:00 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:16:01 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:16:01 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:16:01 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:16:05 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:16:05 - PERFORMANCE - 图表更新完成
2025-05-08 00:16:05 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:16:05 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:16:09 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:16:09 - PERFORMANCE - 图表更新完成
2025-05-08 00:16:09 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:16:09 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:16:11 - PERFORMANCE - 成功获取股票 sz301566 的K线数据，时间范围: 2023-12-29 00:00:00 至 2025-04-10 00:00:00，共 307 条记录
2025-05-08 00:16:12 - PERFORMANCE - 图表更新完成
2025-05-08 00:16:12 - PERFORMANCE - 成功更新sz301566的图表显示
2025-05-08 00:16:12 - PERFORMANCE - 已选择股票: sz301566
2025-05-08 00:16:13 - PERFORMANCE - 成功获取股票 sz159918 的K线数据，时间范围: 2023-09-26 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:16:13 - PERFORMANCE - 图表更新完成
2025-05-08 00:16:13 - PERFORMANCE - 成功更新sz159918的图表显示
2025-05-08 00:16:13 - PERFORMANCE - 已选择股票: sz159918
2025-05-08 00:16:14 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:16:14 - PERFORMANCE - 图表更新完成
2025-05-08 00:16:14 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:16:14 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:17:03 - PERFORMANCE - TradingGUI初始化开始
2025-05-08 00:17:03 - PERFORMANCE - StockManager初始化成功
2025-05-08 00:17:03 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-08 00:17:03 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-08 00:17:03 - PERFORMANCE - 新浪数据源初始化成功
2025-05-08 00:17:03 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-08 00:17:03 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:17:03 - PERFORMANCE - 行业管理器初始化完成
2025-05-08 00:17:03 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-08 00:17:03 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:17:03 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:17:03 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:17:03 - PERFORMANCE - 初始化行业管理器结束
2025-05-08 00:17:03 - PERFORMANCE - 初始化主题管理器
2025-05-08 00:17:03 - PERFORMANCE - 初始化主题配置
2025-05-08 00:17:03 - PERFORMANCE - 加载默认主题色
2025-05-08 00:17:03 - PERFORMANCE - 加载颜色主题结束
2025-05-08 00:17:03 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-08 00:17:03 - PERFORMANCE - 行业映射初始化完成
2025-05-08 00:17:03 - PERFORMANCE - 左侧面板创建完成
2025-05-08 00:17:04 - PERFORMANCE - 图表控件UI初始化完成
2025-05-08 00:17:04 - PERFORMANCE - 信号连接完成
2025-05-08 00:17:04 - PERFORMANCE - 主题应用完成
2025-05-08 00:17:04 - PERFORMANCE - 图表渲染优化完成
2025-05-08 00:17:04 - PERFORMANCE - 图表控件初始化完成
2025-05-08 00:17:04 - PERFORMANCE - 中间面板创建完成
2025-05-08 00:17:04 - PERFORMANCE - 右侧面板创建完成
2025-05-08 00:17:04 - PERFORMANCE - 日志控件UI初始化完成
2025-05-08 00:17:04 - PERFORMANCE - 信号连接完成
2025-05-08 00:17:04 - PERFORMANCE - 日志控件初始化完成
2025-05-08 00:17:04 - PERFORMANCE - 底部面板创建完成
2025-05-08 00:17:04 - PERFORMANCE - 菜单栏初始化完成
2025-05-08 00:17:04 - PERFORMANCE - 菜单栏创建完成
2025-05-08 00:17:04 - PERFORMANCE - 工具栏初始化完成
2025-05-08 00:17:04 - PERFORMANCE - 工具栏创建完成
2025-05-08 00:17:05 - PERFORMANCE - 主题应用完成
2025-05-08 00:17:05 - PERFORMANCE - UI初始化完成
2025-05-08 00:17:05 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-08 00:17:05 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-08 00:17:05 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:17:06 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:17:06 - PERFORMANCE - 开始初始化数据...
2025-05-08 00:17:06 - PERFORMANCE - 互斥锁初始化完成
2025-05-08 00:17:06 - PERFORMANCE - 配置加载完成
2025-05-08 00:17:06 - PERFORMANCE - 缓存已清除
2025-05-08 00:17:06 - PERFORMANCE - 数据源初始化完成
2025-05-08 00:17:06 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:17:07 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:17:07 - PERFORMANCE - 数据初始化完成
2025-05-08 00:17:07 - PERFORMANCE - 信号连接完成
2025-05-08 00:17:07 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:17:09 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:17:09 - PERFORMANCE - TradingGUI初始化完成
2025-05-08 00:17:09 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:17:09 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:17:09 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:17:09 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:17:09 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:17:09 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:17:09 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:17:09 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:17:09 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:18:36 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:18:37 - PERFORMANCE - 图表更新完成
2025-05-08 00:18:37 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:18:37 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:18:38 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:18:39 - PERFORMANCE - 图表更新完成
2025-05-08 00:18:39 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:18:39 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:18:40 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:18:41 - PERFORMANCE - 图表更新完成
2025-05-08 00:18:41 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:18:41 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:18:42 - PERFORMANCE - 成功获取股票 sz301566 的K线数据，时间范围: 2023-12-29 00:00:00 至 2025-04-10 00:00:00，共 307 条记录
2025-05-08 00:18:42 - PERFORMANCE - 图表更新完成
2025-05-08 00:18:42 - PERFORMANCE - 成功更新sz301566的图表显示
2025-05-08 00:18:42 - PERFORMANCE - 已选择股票: sz301566
2025-05-08 00:18:44 - PERFORMANCE - 成功获取股票 sh605299 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:18:45 - PERFORMANCE - 图表更新完成
2025-05-08 00:18:45 - PERFORMANCE - 成功更新sh605299的图表显示
2025-05-08 00:18:45 - PERFORMANCE - 已选择股票: sh605299
2025-05-08 00:18:52 - PERFORMANCE - 成功获取股票 sz159918 的K线数据，时间范围: 2023-09-26 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:18:53 - PERFORMANCE - 图表更新完成
2025-05-08 00:18:53 - PERFORMANCE - 成功更新sz159918的图表显示
2025-05-08 00:18:53 - PERFORMANCE - 已选择股票: sz159918
2025-05-08 00:21:41 - PERFORMANCE - TradingGUI初始化开始
2025-05-08 00:21:41 - PERFORMANCE - StockManager初始化成功
2025-05-08 00:21:41 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-08 00:21:41 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-08 00:21:41 - PERFORMANCE - 新浪数据源初始化成功
2025-05-08 00:21:41 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-08 00:21:41 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:21:41 - PERFORMANCE - 行业管理器初始化完成
2025-05-08 00:21:41 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-08 00:21:41 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:21:41 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:21:41 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:21:41 - PERFORMANCE - 初始化行业管理器结束
2025-05-08 00:21:41 - PERFORMANCE - 初始化主题管理器
2025-05-08 00:21:41 - PERFORMANCE - 初始化主题配置
2025-05-08 00:21:41 - PERFORMANCE - 加载默认主题色
2025-05-08 00:21:41 - PERFORMANCE - 加载颜色主题结束
2025-05-08 00:21:41 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-08 00:21:41 - PERFORMANCE - 行业映射初始化完成
2025-05-08 00:21:42 - PERFORMANCE - 左侧面板创建完成
2025-05-08 00:21:42 - PERFORMANCE - 图表控件UI初始化完成
2025-05-08 00:21:42 - PERFORMANCE - 信号连接完成
2025-05-08 00:21:42 - PERFORMANCE - 主题应用完成
2025-05-08 00:21:42 - PERFORMANCE - 图表渲染优化完成
2025-05-08 00:21:42 - PERFORMANCE - 图表控件初始化完成
2025-05-08 00:21:42 - PERFORMANCE - 中间面板创建完成
2025-05-08 00:21:42 - PERFORMANCE - 右侧面板创建完成
2025-05-08 00:21:42 - PERFORMANCE - 日志控件UI初始化完成
2025-05-08 00:21:42 - PERFORMANCE - 信号连接完成
2025-05-08 00:21:42 - PERFORMANCE - 日志控件初始化完成
2025-05-08 00:21:42 - PERFORMANCE - 底部面板创建完成
2025-05-08 00:21:42 - PERFORMANCE - 菜单栏初始化完成
2025-05-08 00:21:42 - PERFORMANCE - 菜单栏创建完成
2025-05-08 00:21:42 - PERFORMANCE - 工具栏初始化完成
2025-05-08 00:21:42 - PERFORMANCE - 工具栏创建完成
2025-05-08 00:21:43 - PERFORMANCE - 主题应用完成
2025-05-08 00:21:43 - PERFORMANCE - UI初始化完成
2025-05-08 00:21:43 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-08 00:21:43 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-08 00:21:43 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:21:44 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:21:44 - PERFORMANCE - 开始初始化数据...
2025-05-08 00:21:44 - PERFORMANCE - 互斥锁初始化完成
2025-05-08 00:21:44 - PERFORMANCE - 配置加载完成
2025-05-08 00:21:44 - PERFORMANCE - 缓存已清除
2025-05-08 00:21:44 - PERFORMANCE - 数据源初始化完成
2025-05-08 00:21:44 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:21:46 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:21:46 - PERFORMANCE - 数据初始化完成
2025-05-08 00:21:46 - PERFORMANCE - 信号连接完成
2025-05-08 00:21:46 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:21:47 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:21:47 - PERFORMANCE - TradingGUI初始化完成
2025-05-08 00:21:47 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:21:47 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:21:47 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:21:47 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:21:47 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:21:47 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:21:48 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:21:48 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:21:48 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-08 00:22:20 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:22:21 - PERFORMANCE - 图表更新完成
2025-05-08 00:22:21 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:22:21 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:22:23 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:22:23 - PERFORMANCE - 图表更新完成
2025-05-08 00:22:23 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:22:23 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:22:24 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:22:24 - PERFORMANCE - 图表更新完成
2025-05-08 00:22:24 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:22:24 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:22:25 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:22:26 - PERFORMANCE - 图表更新完成
2025-05-08 00:22:26 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:22:26 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:22:28 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:22:28 - PERFORMANCE - 图表更新完成
2025-05-08 00:22:28 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:22:28 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:22:29 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:22:29 - PERFORMANCE - 图表更新完成
2025-05-08 00:22:29 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-08 00:22:29 - PERFORMANCE - 已选择股票: sz399439
2025-05-08 00:22:30 - PERFORMANCE - 使用缓存的K线数据
2025-05-08 00:22:30 - PERFORMANCE - 图表更新完成
2025-05-08 00:22:30 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-08 00:22:30 - PERFORMANCE - 已选择股票: sz300110
2025-05-08 00:26:04 - PERFORMANCE - 成功获取股票 sh000108 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-08 00:26:04 - PERFORMANCE - 图表更新完成
2025-05-08 00:26:04 - PERFORMANCE - 成功更新sh000108的图表显示
2025-05-08 00:26:04 - PERFORMANCE - 已选择股票: sh000108
2025-05-08 00:26:06 - PERFORMANCE - 切换收藏状态失败: 'bool' object has no attribute 'text'
2025-05-08 00:26:06 - PERFORMANCE - Traceback (most recent call last):
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\main.py", line 1993, in toggle_favorite
    text = item.text()
           ^^^^^^^^^
AttributeError: 'bool' object has no attribute 'text'

2025-05-08 00:26:31 - PERFORMANCE - 清除指标完成
2025-05-08 00:27:45 - PERFORMANCE - TradingGUI初始化开始
2025-05-08 00:27:45 - PERFORMANCE - StockManager初始化成功
2025-05-08 00:27:45 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-08 00:27:45 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-08 00:27:45 - PERFORMANCE - 新浪数据源初始化成功
2025-05-08 00:27:45 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-08 00:27:45 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:27:45 - PERFORMANCE - 行业管理器初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-08 00:27:45 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 数据管理器初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 初始化行业管理器
2025-05-08 00:27:45 - PERFORMANCE - 初始化行业管理器结束
2025-05-08 00:27:45 - PERFORMANCE - 初始化主题管理器
2025-05-08 00:27:45 - PERFORMANCE - 初始化主题配置
2025-05-08 00:27:45 - PERFORMANCE - 加载默认主题色
2025-05-08 00:27:45 - PERFORMANCE - 加载颜色主题结束
2025-05-08 00:27:45 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-08 00:27:45 - PERFORMANCE - 行业映射初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 左侧面板创建完成
2025-05-08 00:27:45 - PERFORMANCE - 图表控件UI初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 信号连接完成
2025-05-08 00:27:45 - PERFORMANCE - 主题应用完成
2025-05-08 00:27:45 - PERFORMANCE - 图表渲染优化完成
2025-05-08 00:27:45 - PERFORMANCE - 图表控件初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 中间面板创建完成
2025-05-08 00:27:45 - PERFORMANCE - 右侧面板创建完成
2025-05-08 00:27:45 - PERFORMANCE - 日志控件UI初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 信号连接完成
2025-05-08 00:27:45 - PERFORMANCE - 日志控件初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 底部面板创建完成
2025-05-08 00:27:45 - PERFORMANCE - 菜单栏初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 菜单栏创建完成
2025-05-08 00:27:45 - PERFORMANCE - 工具栏初始化完成
2025-05-08 00:27:45 - PERFORMANCE - 工具栏创建完成
2025-05-08 00:27:46 - PERFORMANCE - 主题应用完成
2025-05-08 00:27:46 - PERFORMANCE - UI初始化完成
2025-05-08 00:27:46 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-08 00:27:46 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-08 00:27:46 - PERFORMANCE - 开始预加载数据...
2025-05-08 00:27:48 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-08 00:27:48 - PERFORMANCE - 开始初始化数据...
2025-05-08 00:27:48 - PERFORMANCE - 互斥锁初始化完成
2025-05-08 00:27:48 - PERFORMANCE - 配置加载完成
2025-05-08 00:27:48 - PERFORMANCE - 缓存已清除
2025-05-08 00:27:48 - PERFORMANCE - 数据源初始化完成
2025-05-08 00:27:48 - PERFORMANCE - 开始预加载数据...
